"행정구역(동읍면)별","5세별","항목","단위","2019 년",
"돈암제1동","5 - 9세","여자인구수","명","262",
"돈암제1동","10 - 14세","총인구수","명","594",
"돈암제1동","10 - 14세","남자인구수","명","289",
"돈암제1동","10 - 14세","여자인구수","명","305",
"돈암제1동","15 - 19세","총인구수","명","905",
"돈암제1동","15 - 19세","남자인구수","명","422",
"돈암제1동","15 - 19세","여자인구수","명","483",
"돈암제1동","20 - 24세","총인구수","명","1068",
"돈암제1동","20 - 24세","남자인구수","명","500",
"돈암제1동","20 - 24세","여자인구수","명","568",
"돈암제1동","25 - 29세","총인구수","명","1076",
"돈암제1동","25 - 29세","남자인구수","명","520",
"돈암제1동","25 - 29세","여자인구수","명","556",
"돈암제1동","30 - 34세","총인구수","명","1023",
"돈암제1동","30 - 34세","남자인구수","명","498",
"돈암제1동","30 - 34세","여자인구수","명","525",
"돈암제1동","35 - 39세","총인구수","명","1036",
"돈암제1동","35 - 39세","남자인구수","명","511",
"돈암제1동","35 - 39세","여자인구수","명","525",
"돈암제1동","40 - 44세","총인구수","명","986",
"돈암제1동","40 - 44세","남자인구수","명","477",
"돈암제1동","40 - 44세","여자인구수","명","509",
"돈암제1동","45 - 49세","총인구수","명","1403",
"돈암제1동","45 - 49세","남자인구수","명","645",
"돈암제1동","45 - 49세","여자인구수","명","758",
"돈암제1동","50 - 54세","총인구수","명","1459",
"돈암제1동","50 - 54세","남자인구수","명","725",
"돈암제1동","50 - 54세","여자인구수","명","734",
"돈암제1동","55 - 59세","총인구수","명","1366",
"돈암제1동","55 - 59세","남자인구수","명","639",
"돈암제1동","55 - 59세","여자인구수","명","727",
"돈암제1동","60 - 64세","총인구수","명","1246",
"돈암제1동","60 - 64세","남자인구수","명","583",
"돈암제1동","60 - 64세","여자인구수","명","663",
"돈암제1동","65 - 69세","총인구수","명","880",
"돈암제1동","65 - 69세","남자인구수","명","398",
"돈암제1동","65 - 69세","여자인구수","명","482",
"돈암제1동","70 - 74세","총인구수","명","699",
"돈암제1동","70 - 74세","남자인구수","명","317",
"돈암제1동","70 - 74세","여자인구수","명","382",
"돈암제1동","75 - 79세","총인구수","명","550",
"돈암제1동","75 - 79세","남자인구수","명","229",
"돈암제1동","75 - 79세","여자인구수","명","321",
"돈암제1동","80 - 84세","총인구수","명","365",
"돈암제1동","80 - 84세","남자인구수","명","131",
"돈암제1동","80 - 84세","여자인구수","명","234",
"돈암제1동","85 - 89세","총인구수","명","167",
"돈암제1동","85 - 89세","남자인구수","명","65",
"돈암제1동","85 - 89세","여자인구수","명","102",
"돈암제1동","90 - 94세","총인구수","명","53",
"돈암제1동","90 - 94세","남자인구수","명","17",
"돈암제1동","90 - 94세","여자인구수","명","36",
"돈암제1동","95 - 99세","총인구수","명","10",
"돈암제1동","95 - 99세","남자인구수","명","4",
"돈암제1동","95 - 99세","여자인구수","명","6",
"돈암제1동","100+","총인구수","명","12",
"돈암제1동","100+","남자인구수","명","5",
"돈암제1동","100+","여자인구수","명","7",
"돈암제2동","계","총인구수","명","24928",
"돈암제2동","계","남자인구수","명","11931",
"돈암제2동","계","여자인구수","명","12997",
"돈암제2동","0 - 4세","총인구수","명","877",
"돈암제2동","0 - 4세","남자인구수","명","472",
"돈암제2동","0 - 4세","여자인구수","명","405",
"돈암제2동","5 - 9세","총인구수","명","1357",
"돈암제2동","5 - 9세","남자인구수","명","683",
"돈암제2동","5 - 9세","여자인구수","명","674",
"돈암제2동","10 - 14세","총인구수","명","1491",
"돈암제2동","10 - 14세","남자인구수","명","739",
"돈암제2동","10 - 14세","여자인구수","명","752",
"돈암제2동","15 - 19세","총인구수","명","1500",
"돈암제2동","15 - 19세","남자인구수","명","764",
"돈암제2동","15 - 19세","여자인구수","명","736",
"돈암제2동","20 - 24세","총인구수","명","1511",
"돈암제2동","20 - 24세","남자인구수","명","756",
"돈암제2동","20 - 24세","여자인구수","명","755",
"돈암제2동","25 - 29세","총인구수","명","1463",
"돈암제2동","25 - 29세","남자인구수","명","731",
"돈암제2동","25 - 29세","여자인구수","명","732",
"돈암제2동","30 - 34세","총인구수","명","1355",
"돈암제2동","30 - 34세","남자인구수","명","680",
"돈암제2동","30 - 34세","여자인구수","명","675",
"돈암제2동","35 - 39세","총인구수","명","1811",
"돈암제2동","35 - 39세","남자인구수","명","800",
"돈암제2동","35 - 39세","여자인구수","명","1011",
"돈암제2동","40 - 44세","총인구수","명","2099",
"돈암제2동","40 - 44세","남자인구수","명","969",
"돈암제2동","40 - 44세","여자인구수","명","1130",
"돈암제2동","45 - 49세","총인구수","명","2640",
"돈암제2동","45 - 49세","남자인구수","명","1266",
"돈암제2동","45 - 49세","여자인구수","명","1374",
"돈암제2동","50 - 54세","총인구수","명","2151",
"돈암제2동","50 - 54세","남자인구수","명","1044",
"돈암제2동","50 - 54세","여자인구수","명","1107",
"돈암제2동","55 - 59세","총인구수","명","1859",
"돈암제2동","55 - 59세","남자인구수","명","883",
"돈암제2동","55 - 59세","여자인구수","명","976",
"돈암제2동","60 - 64세","총인구수","명","1569",
"돈암제2동","60 - 64세","남자인구수","명","761",
"돈암제2동","60 - 64세","여자인구수","명","808",
"돈암제2동","65 - 69세","총인구수","명","1025",
"돈암제2동","65 - 69세","남자인구수","명","484",
"돈암제2동","65 - 69세","여자인구수","명","541",
"돈암제2동","70 - 74세","총인구수","명","791",
"돈암제2동","70 - 74세","남자인구수","명","336",
"돈암제2동","70 - 74세","여자인구수","명","455",
"돈암제2동","75 - 79세","총인구수","명","647",
"돈암제2동","75 - 79세","남자인구수","명","278",
"돈암제2동","75 - 79세","여자인구수","명","369",
"돈암제2동","80 - 84세","총인구수","명","438",
"돈암제2동","80 - 84세","남자인구수","명","181",
"돈암제2동","80 - 84세","여자인구수","명","257",
"돈암제2동","85 - 89세","총인구수","명","236",
"돈암제2동","85 - 89세","남자인구수","명","76",
"돈암제2동","85 - 89세","여자인구수","명","160",
"돈암제2동","90 - 94세","총인구수","명","83",
"돈암제2동","90 - 94세","남자인구수","명","21",
"돈암제2동","90 - 94세","여자인구수","명","62",
"돈암제2동","95 - 99세","총인구수","명","14",
"돈암제2동","95 - 99세","남자인구수","명","4",
"돈암제2동","95 - 99세","여자인구수","명","10",
"돈암제2동","100+","총인구수","명","11",
"돈암제2동","100+","남자인구수","명","3",
"돈암제2동","100+","여자인구수","명","8",
"안암동","계","총인구수","명","15406",
"안암동","계","남자인구수","명","7833",
"안암동","계","여자인구수","명","7573",
"안암동","0 - 4세","총인구수","명","263",
"안암동","0 - 4세","남자인구수","명","138",
"안암동","0 - 4세","여자인구수","명","125",
"안암동","5 - 9세","총인구수","명","253",
"안암동","5 - 9세","남자인구수","명","132",
"안암동","5 - 9세","여자인구수","명","121",
"안암동","10 - 14세","총인구수","명","323",
"안암동","10 - 14세","남자인구수","명","172",
"안암동","10 - 14세","여자인구수","명","151",
"안암동","15 - 19세","총인구수","명","624",
"안암동","15 - 19세","남자인구수","명","343",
"안암동","15 - 19세","여자인구수","명","281",
"안암동","20 - 24세","총인구수","명","2379",
"안암동","20 - 24세","남자인구수","명","1113",
"안암동","20 - 24세","여자인구수","명","1266",
"안암동","25 - 29세","총인구수","명","2468",
"안암동","25 - 29세","남자인구수","명","1477",
"안암동","25 - 29세","여자인구수","명","991",
"안암동","30 - 34세","총인구수","명","1225",
"안암동","30 - 34세","남자인구수","명","680",
"안암동","30 - 34세","여자인구수","명","545",
"안암동","35 - 39세","총인구수","명","950",
"안암동","35 - 39세","남자인구수","명","526",
"안암동","35 - 39세","여자인구수","명","424",
"안암동","40 - 44세","총인구수","명","768",
"안암동","40 - 44세","남자인구수","명","388",
"안암동","40 - 44세","여자인구수","명","380",
"안암동","45 - 49세","총인구수","명","1018",
"안암동","45 - 49세","남자인구수","명","513",
"안암동","45 - 49세","여자인구수","명","505",
"안암동","50 - 54세","총인구수","명","1129",
"안암동","50 - 54세","남자인구수","명","553",
"안암동","50 - 54세","여자인구수","명","576",
"안암동","55 - 59세","총인구수","명","1010",
"안암동","55 - 59세","남자인구수","명","502",
"안암동","55 - 59세","여자인구수","명","508",
"안암동","60 - 64세","총인구수","명","845",
"안암동","60 - 64세","남자인구수","명","398",
"안암동","60 - 64세","여자인구수","명","447",
"안암동","65 - 69세","총인구수","명","618",
"안암동","65 - 69세","남자인구수","명","290",
"안암동","65 - 69세","여자인구수","명","328",
"안암동","70 - 74세","총인구수","명","547",
"안암동","70 - 74세","남자인구수","명","221",
"안암동","70 - 74세","여자인구수","명","326",
"안암동","75 - 79세","총인구수","명","486",
"안암동","75 - 79세","남자인구수","명","205",
"안암동","75 - 79세","여자인구수","명","281",
"안암동","80 - 84세","총인구수","명","301",
"안암동","80 - 84세","남자인구수","명","119",
"안암동","80 - 84세","여자인구수","명","182",
"안암동","85 - 89세","총인구수","명","135",
"안암동","85 - 89세","남자인구수","명","47",
"안암동","85 - 89세","여자인구수","명","88",
"안암동","90 - 94세","총인구수","명","40",
"안암동","90 - 94세","남자인구수","명","10",
"안암동","90 - 94세","여자인구수","명","30",
"안암동","95 - 99세","총인구수","명","11",
"안암동","95 - 99세","남자인구수","명","2",
"안암동","95 - 99세","여자인구수","명","9",
"안암동","100+","총인구수","명","13",
"안암동","100+","남자인구수","명","4",
"안암동","100+","여자인구수","명","9",
"보문동","계","총인구수","명","16281",
"보문동","계","남자인구수","명","7881",
"보문동","계","여자인구수","명","8400",
"보문동","0 - 4세","총인구수","명","550",
"보문동","0 - 4세","남자인구수","명","287",
"보문동","0 - 4세","여자인구수","명","263",
"보문동","5 - 9세","총인구수","명","494",
"보문동","5 - 9세","남자인구수","명","254",
"보문동","5 - 9세","여자인구수","명","240",
"보문동","10 - 14세","총인구수","명","424",
"보문동","10 - 14세","남자인구수","명","191",
"보문동","10 - 14세","여자인구수","명","233",
"보문동","15 - 19세","총인구수","명","624",
"보문동","15 - 19세","남자인구수","명","328",
"보문동","15 - 19세","여자인구수","명","296",
"보문동","20 - 24세","총인구수","명","1205",
"보문동","20 - 24세","남자인구수","명","552",
"보문동","20 - 24세","여자인구수","명","653",
"보문동","25 - 29세","총인구수","명","1667",
"보문동","25 - 29세","남자인구수","명","844",
"보문동","25 - 29세","여자인구수","명","823",
"보문동","30 - 34세","총인구수","명","1360",
"보문동","30 - 34세","남자인구수","명","680",
"보문동","30 - 34세","여자인구수","명","680",
"보문동","35 - 39세","총인구수","명","1406",
"보문동","35 - 39세","남자인구수","명","734",
"보문동","35 - 39세","여자인구수","명","672",
"보문동","40 - 44세","총인구수","명","1144",
"보문동","40 - 44세","남자인구수","명","586",
"보문동","40 - 44세","여자인구수","명","558",
"보문동","45 - 49세","총인구수","명","1399",
"보문동","45 - 49세","남자인구수","명","697",
"보문동","45 - 49세","여자인구수","명","702",
"보문동","50 - 54세","총인구수","명","1365",
"보문동","50 - 54세","남자인구수","명","649",
"보문동","50 - 54세","여자인구수","명","716",
"보문동","55 - 59세","총인구수","명","1207",
"보문동","55 - 59세","남자인구수","명","566",
"보문동","55 - 59세","여자인구수","명","641",
"보문동","60 - 64세","총인구수","명","1105",
"보문동","60 - 64세","남자인구수","명","537",
"보문동","60 - 64세","여자인구수","명","568",
"보문동","65 - 69세","총인구수","명","735",
"보문동","65 - 69세","남자인구수","명","335",
"보문동","65 - 69세","여자인구수","명","400",
"보문동","70 - 74세","총인구수","명","592",
"보문동","70 - 74세","남자인구수","명","253",
"보문동","70 - 74세","여자인구수","명","339",
"보문동","75 - 79세","총인구수","명","463",
"보문동","75 - 79세","남자인구수","명","203",
"보문동","75 - 79세","여자인구수","명","260",
"보문동","80 - 84세","총인구수","명","318",
"보문동","80 - 84세","남자인구수","명","119",
"보문동","80 - 84세","여자인구수","명","199",
"보문동","85 - 89세","총인구수","명","136",
"보문동","85 - 89세","남자인구수","명","47",
"보문동","85 - 89세","여자인구수","명","89",
"보문동","90 - 94세","총인구수","명","54",
"보문동","90 - 94세","남자인구수","명","8",
"보문동","90 - 94세","여자인구수","명","46",
"보문동","95 - 99세","총인구수","명","17",
"보문동","95 - 99세","남자인구수","명","6",
"보문동","95 - 99세","여자인구수","명","11",
"보문동","100+","총인구수","명","16",
"보문동","100+","남자인구수","명","5",
"보문동","100+","여자인구수","명","11",
"정릉제1동","계","총인구수","명","18941",
"정릉제1동","계","남자인구수","명","9192",
"정릉제1동","계","여자인구수","명","9749",
"정릉제1동","0 - 4세","총인구수","명","692",
"정릉제1동","0 - 4세","남자인구수","명","371",
"정릉제1동","0 - 4세","여자인구수","명","321",
"정릉제1동","5 - 9세","총인구수","명","844",
"정릉제1동","5 - 9세","남자인구수","명","445",
"정릉제1동","5 - 9세","여자인구수","명","399",
"정릉제1동","10 - 14세","총인구수","명","851",
"정릉제1동","10 - 14세","남자인구수","명","429",
"정릉제1동","10 - 14세","여자인구수","명","422",
"정릉제1동","15 - 19세","총인구수","명","1034",
"정릉제1동","15 - 19세","남자인구수","명","503",
"정릉제1동","15 - 19세","여자인구수","명","531",
"정릉제1동","20 - 24세","총인구수","명","1176",
"정릉제1동","20 - 24세","남자인구수","명","590",
"정릉제1동","20 - 24세","여자인구수","명","586",
"정릉제1동","25 - 29세","총인구수","명","1184",
"정릉제1동","25 - 29세","남자인구수","명","619",
"정릉제1동","25 - 29세","여자인구수","명","565",
"정릉제1동","30 - 34세","총인구수","명","1223",
"정릉제1동","30 - 34세","남자인구수","명","579",
"정릉제1동","30 - 34세","여자인구수","명","644",
"정릉제1동","35 - 39세","총인구수","명","1576",
"정릉제1동","35 - 39세","남자인구수","명","776",
"정릉제1동","35 - 39세","여자인구수","명","800",
"정릉제1동","40 - 44세","총인구수","명","1540",
"정릉제1동","40 - 44세","남자인구수","명","761",
"정릉제1동","40 - 44세","여자인구수","명","779",
"정릉제1동","45 - 49세","총인구수","명","1812",
"정릉제1동","45 - 49세","남자인구수","명","885",
"정릉제1동","45 - 49세","여자인구수","명","927",
"정릉제1동","50 - 54세","총인구수","명","1452",
"정릉제1동","50 - 54세","남자인구수","명","725",
"정릉제1동","50 - 54세","여자인구수","명","727",
"정릉제1동","55 - 59세","총인구수","명","1402",
"정릉제1동","55 - 59세","남자인구수","명","682",
"정릉제1동","55 - 59세","여자인구수","명","720",
"정릉제1동","60 - 64세","총인구수","명","1218",
"정릉제1동","60 - 64세","남자인구수","명","574",
"정릉제1동","60 - 64세","여자인구수","명","644",
"정릉제1동","65 - 69세","총인구수","명","903",
"정릉제1동","65 - 69세","남자인구수","명","414",
"정릉제1동","65 - 69세","여자인구수","명","489",
"정릉제1동","70 - 74세","총인구수","명","770",
"정릉제1동","70 - 74세","남자인구수","명","331",
"정릉제1동","70 - 74세","여자인구수","명","439",
"정릉제1동","75 - 79세","총인구수","명","631",
"정릉제1동","75 - 79세","남자인구수","명","277",
"정릉제1동","75 - 79세","여자인구수","명","354",
"정릉제1동","80 - 84세","총인구수","명","375",
"정릉제1동","80 - 84세","남자인구수","명","151",
"정릉제1동","80 - 84세","여자인구수","명","224",
"정릉제1동","85 - 89세","총인구수","명","182",
"정릉제1동","85 - 89세","남자인구수","명","63",
"정릉제1동","85 - 89세","여자인구수","명","119",
"정릉제1동","90 - 94세","총인구수","명","52",
"정릉제1동","90 - 94세","남자인구수","명","11",
"정릉제1동","90 - 94세","여자인구수","명","41",
"정릉제1동","95 - 99세","총인구수","명","11",
"정릉제1동","95 - 99세","남자인구수","명","5",
"정릉제1동","95 - 99세","여자인구수","명","6",
"정릉제1동","100+","총인구수","명","13",
"정릉제1동","100+","남자인구수","명","1",
"정릉제1동","100+","여자인구수","명","12",
"정릉제2동","계","총인구수","명","23549",
"정릉제2동","계","남자인구수","명","11501",
"정릉제2동","계","여자인구수","명","12048",
"정릉제2동","0 - 4세","총인구수","명","755",
"정릉제2동","0 - 4세","남자인구수","명","376",
"정릉제2동","0 - 4세","여자인구수","명","379",
"정릉제2동","5 - 9세","총인구수","명","870",
"정릉제2동","5 - 9세","남자인구수","명","458",
"정릉제2동","5 - 9세","여자인구수","명","412",
"정릉제2동","10 - 14세","총인구수","명","817",
"정릉제2동","10 - 14세","남자인구수","명","436",
"정릉제2동","10 - 14세","여자인구수","명","381",
"정릉제2동","15 - 19세","총인구수","명","1175",
"정릉제2동","15 - 19세","남자인구수","명","621",
"정릉제2동","15 - 19세","여자인구수","명","554",
"정릉제2동","20 - 24세","총인구수","명","1623",
"정릉제2동","20 - 24세","남자인구수","명","839",
"정릉제2동","20 - 24세","여자인구수","명","784",
"정릉제2동","25 - 29세","총인구수","명","1567",
"정릉제2동","25 - 29세","남자인구수","명","782",
"정릉제2동","25 - 29세","여자인구수","명","785",
"정릉제2동","30 - 34세","총인구수","명","1385",
"정릉제2동","30 - 34세","남자인구수","명","726",
"정릉제2동","30 - 34세","여자인구수","명","659",
"정릉제2동","35 - 39세","총인구수","명","1772",
"정릉제2동","35 - 39세","남자인구수","명","911",
"정릉제2동","35 - 39세","여자인구수","명","861",
"정릉제2동","40 - 44세","총인구수","명","1638",
"정릉제2동","40 - 44세","남자인구수","명","807",
"정릉제2동","40 - 44세","여자인구수","명","831",
"정릉제2동","45 - 49세","총인구수","명","2098",
"정릉제2동","45 - 49세","남자인구수","명","1021",
"정릉제2동","45 - 49세","여자인구수","명","1077",
"정릉제2동","50 - 54세","총인구수","명","1865",
"정릉제2동","50 - 54세","남자인구수","명","907",
"정릉제2동","50 - 54세","여자인구수","명","958",
"정릉제2동","55 - 59세","총인구수","명","1927",
"정릉제2동","55 - 59세","남자인구수","명","919",
"정릉제2동","55 - 59세","여자인구수","명","1008",
"정릉제2동","60 - 64세","총인구수","명","1886",
"정릉제2동","60 - 64세","남자인구수","명","871",
"정릉제2동","60 - 64세","여자인구수","명","1015",
"정릉제2동","65 - 69세","총인구수","명","1379",
"정릉제2동","65 - 69세","남자인구수","명","656",
"정릉제2동","65 - 69세","여자인구수","명","723",
"정릉제2동","70 - 74세","총인구수","명","1062",
"정릉제2동","70 - 74세","남자인구수","명","473",
"정릉제2동","70 - 74세","여자인구수","명","589",
"정릉제2동","75 - 79세","총인구수","명","859",
"정릉제2동","75 - 79세","남자인구수","명","359",
"정릉제2동","75 - 79세","여자인구수","명","500",
"정릉제2동","80 - 84세","총인구수","명","530",
"정릉제2동","80 - 84세","남자인구수","명","228",
"정릉제2동","80 - 84세","여자인구수","명","302",
"정릉제2동","85 - 89세","총인구수","명","222",
"정릉제2동","85 - 89세","남자인구수","명","81",
"정릉제2동","85 - 89세","여자인구수","명","141",
"정릉제2동","90 - 94세","총인구수","명","88",
"정릉제2동","90 - 94세","남자인구수","명","25",
"정릉제2동","90 - 94세","여자인구수","명","63",
"정릉제2동","95 - 99세","총인구수","명","14",
"정릉제2동","95 - 99세","남자인구수","명","3",
"정릉제2동","95 - 99세","여자인구수","명","11",
"정릉제2동","100+","총인구수","명","17",
"정릉제2동","100+","남자인구수","명","2",
"정릉제2동","100+","여자인구수","명","15",
"정릉제3동","계","총인구수","명","15635",
"정릉제3동","계","남자인구수","명","7781",
"정릉제3동","계","여자인구수","명","7854",
"정릉제3동","0 - 4세","총인구수","명","404",
"정릉제3동","0 - 4세","남자인구수","명","206",
"정릉제3동","0 - 4세","여자인구수","명","198",
"정릉제3동","5 - 9세","총인구수","명","342",
"정릉제3동","5 - 9세","남자인구수","명","175",
"정릉제3동","5 - 9세","여자인구수","명","167",
"정릉제3동","10 - 14세","총인구수","명","382",
"정릉제3동","10 - 14세","남자인구수","명","207",
"정릉제3동","10 - 14세","여자인구수","명","175",
"정릉제3동","15 - 19세","총인구수","명","676",
"정릉제3동","15 - 19세","남자인구수","명","357",
"정릉제3동","15 - 19세","여자인구수","명","319",
"정릉제3동","20 - 24세","총인구수","명","1591",
"정릉제3동","20 - 24세","남자인구수","명","792",
"정릉제3동","20 - 24세","여자인구수","명","799",
"정릉제3동","25 - 29세","총인구수","명","1412",
"정릉제3동","25 - 29세","남자인구수","명","897",
"정릉제3동","25 - 29세","여자인구수","명","515",
"정릉제3동","30 - 34세","총인구수","명","1056",
"정릉제3동","30 - 34세","남자인구수","명","581",
"정릉제3동","30 - 34세","여자인구수","명","475",
"정릉제3동","35 - 39세","총인구수","명","931",
"정릉제3동","35 - 39세","남자인구수","명","526",
"정릉제3동","35 - 39세","여자인구수","명","405",
"정릉제3동","40 - 44세","총인구수","명","867",
"정릉제3동","40 - 44세","남자인구수","명","440",
"정릉제3동","40 - 44세","여자인구수","명","427",
"정릉제3동","45 - 49세","총인구수","명","1189",
"정릉제3동","45 - 49세","남자인구수","명","579",
"정릉제3동","45 - 49세","여자인구수","명","610",
"정릉제3동","50 - 54세","총인구수","명","1216",
"정릉제3동","50 - 54세","남자인구수","명","590",
"정릉제3동","50 - 54세","여자인구수","명","626",
"정릉제3동","55 - 59세","총인구수","명","1187",
"정릉제3동","55 - 59세","남자인구수","명","576",
"정릉제3동","55 - 59세","여자인구수","명","611",
"정릉제3동","60 - 64세","총인구수","명","1218",
"정릉제3동","60 - 64세","남자인구수","명","531",
"정릉제3동","60 - 64세","여자인구수","명","687",
"정릉제3동","65 - 69세","총인구수","명","910",
"정릉제3동","65 - 69세","남자인구수","명","422",
"정릉제3동","65 - 69세","여자인구수","명","488",
"정릉제3동","70 - 74세","총인구수","명","789",
"정릉제3동","70 - 74세","남자인구수","명","354",
"정릉제3동","70 - 74세","여자인구수","명","435",
"정릉제3동","75 - 79세","총인구수","명","707",
"정릉제3동","75 - 79세","남자인구수","명","272",
"정릉제3동","75 - 79세","여자인구수","명","435",
"정릉제3동","80 - 84세","총인구수","명","467",
"정릉제3동","80 - 84세","남자인구수","명","188",
"정릉제3동","80 - 84세","여자인구수","명","279",
"정릉제3동","85 - 89세","총인구수","명","169",
"정릉제3동","85 - 89세","남자인구수","명","59",
"정릉제3동","85 - 89세","여자인구수","명","110",
"정릉제3동","90 - 94세","총인구수","명","92",
"정릉제3동","90 - 94세","남자인구수","명","23",
"정릉제3동","90 - 94세","여자인구수","명","69",
"정릉제3동","95 - 99세","총인구수","명","21",
"정릉제3동","95 - 99세","남자인구수","명","4",
"정릉제3동","95 - 99세","여자인구수","명","17",
"정릉제3동","100+","총인구수","명","9",
"정릉제3동","100+","남자인구수","명","2",
"정릉제3동","100+","여자인구수","명","7",
"정릉제4동","계","총인구수","명","26391",
"정릉제4동","계","남자인구수","명","12807",
"정릉제4동","계","여자인구수","명","13584",
"정릉제4동","0 - 4세","총인구수","명","849",
"정릉제4동","0 - 4세","남자인구수","명","445",
"정릉제4동","0 - 4세","여자인구수","명","404",
"정릉제4동","5 - 9세","총인구수","명","1054",
"정릉제4동","5 - 9세","남자인구수","명","541",
"정릉제4동","5 - 9세","여자인구수","명","513",
"정릉제4동","10 - 14세","총인구수","명","1011",
"정릉제4동","10 - 14세","남자인구수","명","564",
"정릉제4동","10 - 14세","여자인구수","명","447",
"정릉제4동","15 - 19세","총인구수","명","1321",
"정릉제4동","15 - 19세","남자인구수","명","667",
"정릉제4동","15 - 19세","여자인구수","명","654",
"정릉제4동","20 - 24세","총인구수","명","1668",
"정릉제4동","20 - 24세","남자인구수","명","859",
"정릉제4동","20 - 24세","여자인구수","명","809",
"정릉제4동","25 - 29세","총인구수","명","1614",
"정릉제4동","25 - 29세","남자인구수","명","819",
"정릉제4동","25 - 29세","여자인구수","명","795",
"정릉제4동","30 - 34세","총인구수","명","1551",
"정릉제4동","30 - 34세","남자인구수","명","739",
"정릉제4동","30 - 34세","여자인구수","명","812",
"정릉제4동","35 - 39세","총인구수","명","2059",
"정릉제4동","35 - 39세","남자인구수","명","1015",
"정릉제4동","35 - 39세","여자인구수","명","1044",
"정릉제4동","40 - 44세","총인구수","명","1991",
"정릉제4동","40 - 44세","남자인구수","명","970",
"정릉제4동","40 - 44세","여자인구수","명","1021",
"정릉제4동","45 - 49세","총인구수","명","2439",
"정릉제4동","45 - 49세","남자인구수","명","1227",
"정릉제4동","45 - 49세","여자인구수","명","1212",
"정릉제4동","50 - 54세","총인구수","명","2159",
"정릉제4동","50 - 54세","남자인구수","명","1075",
"정릉제4동","50 - 54세","여자인구수","명","1084",
"정릉제4동","55 - 59세","총인구수","명","2068",
"정릉제4동","55 - 59세","남자인구수","명","961",
"정릉제4동","55 - 59세","여자인구수","명","1107",
"정릉제4동","60 - 64세","총인구수","명","2015",
"정릉제4동","60 - 64세","남자인구수","명","922",
"정릉제4동","60 - 64세","여자인구수","명","1093",
"정릉제4동","65 - 69세","총인구수","명","1475",
"정릉제4동","65 - 69세","남자인구수","명","685",
"정릉제4동","65 - 69세","여자인구수","명","790",
"정릉제4동","70 - 74세","총인구수","명","1206",
"정릉제4동","70 - 74세","남자인구수","명","539",
"정릉제4동","70 - 74세","여자인구수","명","667",
"정릉제4동","75 - 79세","총인구수","명","970",
"정릉제4동","75 - 79세","남자인구수","명","413",
"정릉제4동","75 - 79세","여자인구수","명","557",
"정릉제4동","80 - 84세","총인구수","명","576",
"정릉제4동","80 - 84세","남자인구수","명","254",
"정릉제4동","80 - 84세","여자인구수","명","322",
"정릉제4동","85 - 89세","총인구수","명","220",
"정릉제4동","85 - 89세","남자인구수","명","71",
"정릉제4동","85 - 89세","여자인구수","명","149",
"정릉제4동","90 - 94세","총인구수","명","104",
"정릉제4동","90 - 94세","남자인구수","명","32",
"정릉제4동","90 - 94세","여자인구수","명","72",
"정릉제4동","95 - 99세","총인구수","명","23",
"정릉제4동","95 - 99세","남자인구수","명","6",
"정릉제4동","95 - 99세","여자인구수","명","17",
"정릉제4동","100+","총인구수","명","18",
"정릉제4동","100+","남자인구수","명","3",
"정릉제4동","100+","여자인구수","명","15",
"길음제1동","계","총인구수","명","36881",
"길음제1동","계","남자인구수","명","17577",
"길음제1동","계","여자인구수","명","19304",
"길음제1동","0 - 4세","총인구수","명","1587",
"길음제1동","0 - 4세","남자인구수","명","820",
"길음제1동","0 - 4세","여자인구수","명","767",
"길음제1동","5 - 9세","총인구수","명","2708",
"길음제1동","5 - 9세","남자인구수","명","1400",
"길음제1동","5 - 9세","여자인구수","명","1308",
"길음제1동","10 - 14세","총인구수","명","2632",
"길음제1동","10 - 14세","남자인구수","명","1302",
"길음제1동","10 - 14세","여자인구수","명","1330",
"길음제1동","15 - 19세","총인구수","명","2279",
"길음제1동","15 - 19세","남자인구수","명","1101",
"길음제1동","15 - 19세","여자인구수","명","1178",
"길음제1동","20 - 24세","총인구수","명","1844",
"길음제1동","20 - 24세","남자인구수","명","913",
"길음제1동","20 - 24세","여자인구수","명","931",
"길음제1동","25 - 29세","총인구수","명","1642",
"길음제1동","25 - 29세","남자인구수","명","768",
"길음제1동","25 - 29세","여자인구수","명","874",
"길음제1동","30 - 34세","총인구수","명","1818",
"길음제1동","30 - 34세","남자인구수","명","800",
"길음제1동","30 - 34세","여자인구수","명","1018",
"길음제1동","35 - 39세","총인구수","명","3304",
"길음제1동","35 - 39세","남자인구수","명","1489",
"길음제1동","35 - 39세","여자인구수","명","1815",
"길음제1동","40 - 44세","총인구수","명","3948",
"길음제1동","40 - 44세","남자인구수","명","1825",
"길음제1동","40 - 44세","여자인구수","명","2123",
"길음제1동","45 - 49세","총인구수","명","4180",
"길음제1동","45 - 49세","남자인구수","명","2116",
"길음제1동","45 - 49세","여자인구수","명","2064",
"길음제1동","50 - 54세","총인구수","명","2712",
"길음제1동","50 - 54세","남자인구수","명","1446",
"길음제1동","50 - 54세","여자인구수","명","1266",
"길음제1동","55 - 59세","총인구수","명","2062",
"길음제1동","55 - 59세","남자인구수","명","960",
"길음제1동","55 - 59세","여자인구수","명","1102",
"길음제1동","60 - 64세","총인구수","명","1909",
"길음제1동","60 - 64세","남자인구수","명","882",
"길음제1동","60 - 64세","여자인구수","명","1027",
"길음제1동","65 - 69세","총인구수","명","1291",
